#std.dev1/std.dev2 pdf cdf
#  x      p(x)     cdf(x) 
         1.0318          0.61102             0.701  
         1.0326          0.60898           0.70215  
         1.0334          0.60694            0.7033  
         1.0342           0.6049           0.70445  
          1.035          0.60287           0.70559  
         1.0358          0.60084           0.70672  
         1.0366          0.59882           0.70786  
         1.0374           0.5968           0.70898  
         1.0382          0.59478           0.71011  
          1.039          0.59276           0.71123  
         1.0398          0.59075           0.71235  
         1.0406          0.58874           0.71346  
         1.0414          0.58674           0.71457  
         1.0422          0.58473           0.71568  
          1.043          0.58274           0.71678  
         1.0437          0.58074           0.71788  
         1.0445          0.57875           0.71898  
         1.0453          0.57676           0.72007  
         1.0461          0.57478           0.72116  
         1.0469           0.5728           0.72224  
         1.0477          0.57083           0.72332  
         1.0485          0.56885            0.7244  
         1.0493          0.56689           0.72547  
         1.0501          0.56492           0.72654  
         1.0508          0.56296            0.7276  
         1.0516            0.561           0.72866  
         1.0524          0.55905           0.72972  
         1.0532           0.5571           0.73078  
          1.054          0.55516           0.73183  
         1.0548          0.55322           0.73287  
         1.0555          0.55128           0.73392  
         1.0563          0.54935           0.73496  
         1.0571          0.54742           0.73599  
         1.0579          0.54549           0.73702  
         1.0587          0.54357           0.73805  
         1.0594          0.54166           0.73908  
         1.0602          0.53974            0.7401  
          1.061          0.53784           0.74112  
         1.0618          0.53593           0.74213  
         1.0625          0.53403           0.74314  
         1.0633          0.53214           0.74415  
         1.0641          0.53025           0.74515  
         1.0649          0.52836           0.74615  
         1.0657          0.52648           0.74715  
         1.0664           0.5246           0.74814  
         1.0672          0.52272           0.74913  
          1.068          0.52085           0.75012  
         1.0687          0.51899            0.7511  
         1.0695          0.51713           0.75208  
         1.0703          0.51527           0.75305  
         1.0711          0.51342           0.75402  
         1.0718          0.51157           0.75499  
         1.0726          0.50973           0.75596  
         1.0734          0.50789           0.75692  
         1.0741          0.50605           0.75787  
         1.0749          0.50422           0.75883  
         1.0757           0.5024           0.75978  
         1.0764          0.50058           0.76073  
         1.0772          0.49876           0.76167  
          1.078          0.49695           0.76261  
         1.0787          0.49514           0.76355  
         1.0795          0.49334           0.76448  
         1.0803          0.49154           0.76541  
          1.081          0.48974           0.76634  
         1.0818          0.48795           0.76726  
         1.0825          0.48617           0.76818  
         1.0833          0.48439            0.7691  
         1.0841          0.48261           0.77001  
         1.0848          0.48084           0.77092  
         1.0856          0.47908           0.77183  
         1.0864          0.47732           0.77273  
         1.0871          0.47556           0.77363  
         1.0879          0.47381           0.77453  
         1.0886          0.47206           0.77542  
         1.0894          0.47031           0.77631  
         1.0901          0.46858            0.7772  
         1.0909          0.46684           0.77808  
         1.0917          0.46511           0.77896  
         1.0924          0.46339           0.77984  
         1.0932          0.46167           0.78071  
         1.0939          0.45995           0.78158  
         1.0947          0.45824           0.78245  
         1.0954          0.45654           0.78331  
         1.0962          0.45484           0.78418  
         1.0969          0.45314           0.78503  
         1.0977          0.45145           0.78589  
         1.0984          0.44976           0.78674  
         1.0992          0.44808           0.78759  
         1.0999          0.44641           0.78843  
         1.1007          0.44473           0.78927  
         1.1014          0.44307           0.79011  
         1.1022           0.4414           0.79095  
         1.1029          0.43975           0.79178  
         1.1037          0.43809           0.79261  
         1.1044          0.43644           0.79343  
         1.1052           0.4348           0.79426  
         1.1059          0.43316           0.79508  
         1.1067          0.43153           0.79589  
         1.1074           0.4299           0.79671  
         1.1082          0.42827           0.79752  
         1.1089          0.42665           0.79833  
         1.1096          0.42504           0.79913  
         1.1104          0.42343           0.79993  
         1.1111          0.42182           0.80073  
         1.1119          0.42022           0.80152  
         1.1126          0.41863           0.80232  
         1.1134          0.41704           0.80311  
         1.1141          0.41545           0.80389  
         1.1148          0.41387           0.80468  
         1.1156          0.41229           0.80546  
         1.1163          0.41072           0.80623  
         1.1171          0.40915           0.80701  
         1.1178          0.40759           0.80778  
         1.1185          0.40603           0.80855  
         1.1193          0.40448           0.80931  
           1.12          0.40293           0.81008  
         1.1207          0.40139           0.81084  
         1.1215          0.39985           0.81159  
         1.1222          0.39832           0.81235  
         1.1229          0.39679            0.8131  
         1.1237          0.39526           0.81384  
         1.1244          0.39375           0.81459  
         1.1251          0.39223           0.81533  
         1.1259          0.39072           0.81607  
         1.1266          0.38922           0.81681  
         1.1273          0.38772           0.81754  
         1.1281          0.38622           0.81827  
         1.1288          0.38473             0.819  
         1.1295          0.38324           0.81973  
         1.1303          0.38176           0.82045  
          1.131          0.38029           0.82117  
         1.1317          0.37881           0.82189  
         1.1325          0.37735            0.8226  
         1.1332          0.37589           0.82331  
         1.1339          0.37443           0.82402  
         1.1346          0.37298           0.82473  
         1.1354          0.37153           0.82543  
         1.1361          0.37008           0.82613  
         1.1368          0.36865           0.82683  
         1.1375          0.36721           0.82752  
         1.1383          0.36578           0.82821  
          1.139          0.36436            0.8289  
         1.1397          0.36294           0.82959  
         1.1404          0.36152           0.83028  
         1.1412          0.36011           0.83096  
         1.1419          0.35871           0.83164  
         1.1426          0.35731           0.83231  
         1.1433          0.35591           0.83299  
         1.1441          0.35452           0.83366  
         1.1448          0.35313           0.83433  
         1.1455          0.35175           0.83499  
         1.1462          0.35037           0.83565  
         1.1469            0.349           0.83631  
         1.1477          0.34763           0.83697  
         1.1484          0.34627           0.83763  
         1.1491          0.34491           0.83828  
         1.1498          0.34355           0.83893  
         1.1505           0.3422           0.83958  
         1.1512          0.34086           0.84022  
          1.152          0.33951           0.84087  
         1.1527          0.33818           0.84151  
         1.1534          0.33685           0.84214  
         1.1541          0.33552           0.84278  
         1.1548           0.3342           0.84341  
         1.1555          0.33288           0.84404  
         1.1562          0.33157           0.84467  
          1.157          0.33026           0.84529  
         1.1577          0.32895           0.84592  
         1.1584          0.32765           0.84654  
         1.1591          0.32636           0.84715  
         1.1598          0.32507           0.84777  
         1.1605          0.32378           0.84838  
         1.1612           0.3225           0.84899  
         1.1619          0.32122            0.8496  
         1.1627          0.31995           0.85021  
